household_key,p_churn_calibrated,predicted_discounted_value_60d_if_active,predicted_expected_discounted_value_60d,break_even_treatment_cost_conservative,break_even_treatment_cost_base,break_even_treatment_cost_optimistic
1,0.0,358.3325464507021,354.9836441474245,0.0,0.0,0.0
10,0.25,68.9074041970407,32.156788625285664,0.10336110629556106,0.2153356381157522,0.4134444251822443
100,0.11180124223602485,208.44179607518265,192.40781176170708,0.13982431041068152,0.29130064668891986,0.5592972416427262
1000,0.0625,345.0264519421234,341.8019056622905,0.12938491947829628,0.2695519155797839,0.5175396779131851
1001,0.0625,377.22740229535026,373.7019125542722,0.14146027586075635,0.2947089080432424,0.5658411034430254
1002,0.0,130.87742801582323,125.84368078444541,0.0,0.0,0.0
1003,0.23529411764705882,80.79673701970508,78.16206081254077,0.11406598167487775,0.237637461822662,0.45626392669951105
1004,0.11180124223602485,183.75446511242365,183.75446511242365,0.12326386479591152,0.2567997183248157,0.4930554591836461
1005,0.13333333333333333,146.78306314092094,145.41125881250113,0.11742645051273677,0.24463843856820158,0.469705802050947
1006,0.0625,32.43615152629521,25.422929574663815,0.012163556822360706,0.025340743379918138,0.04865422728944282
1007,0.13333333333333333,116.7067379186904,112.9010834213418,0.09336539033495232,0.194511229864484,0.3734615613398093
1008,0.11180124223602485,26.765203201340366,24.70634141662188,0.017954297799656894,0.037404787082618525,0.07181719119862758
1009,0.23529411764705882,28.756145446766386,13.621332053731445,0.040596911218964304,0.08457689837284231,0.16238764487585725
101,0.11180124223602485,411.45513158007697,407.6097565185809,0.276007169010238,0.5750149354379958,1.104028676040952
1010,0.0625,210.16990024762484,208.2056955724134,0.07881371259285931,0.16419523456845692,0.31525485037143725
1011,0.0625,238.82061611014913,238.82061611014913,0.08955773104130593,0.18657860633605403,0.35823092416522373
1012,0.48,115.62678032299901,111.85634183420557,0.3330051273302372,0.6937606819379941,1.3320205093209485
1013,0.23529411764705882,47.32808858704298,37.09498835200666,0.06681612506406068,0.1392002605501264,0.2672645002562427
1014,0.0625,363.12951524261547,359.7357814553013,0.13617356821598078,0.28369493378329336,0.5446942728639232
1015,0.12251712470194026,273.91225434003866,264.98033300286346,0.20135365093420857,0.4194867727796012,0.8054146037368343
1016,0.05,237.5021440942396,228.36744624446118,0.07125064322827189,0.1484388400588998,0.2850025729130875
1017,0.05,419.11760200913824,419.11760200913824,0.1257352806027415,0.26194850125571145,0.5029411224109659
1018,0.11180124223602485,173.40183108039693,173.40183108039693,0.11631924072473832,0.2423317515098715,0.4652769628989533
1019,0.05,101.92028156243441,98.59679412018112,0.030576084468730325,0.06370017597652151,0.1223043378749213
102,0.6666666666666666,69.81175760714682,32.57882021666852,0.27924703042858723,0.5817646467262234,1.116988121714349
1020,0.0,1225.584032108766,1225.584032108766,0.0,0.0,0.0
1021,0.0625,241.97119060108346,239.70977760481165,0.09073919647540629,0.18903999265709648,0.3629567859016252
1022,0.24482204580869227,33.7523201663065,15.98794113140834,0.049579872443430824,0.10329140092381421,0.19831948977372327
1023,0.0625,1217.783987576021,1170.9461419000202,0.45666899534100786,0.9513937402937664,1.8266759813640314
1024,0.11180124223602485,678.7582336716622,678.7582336716622,0.45531608221453124,0.9485751712802734,1.821264328858125
1025,0.11180124223602485,214.5787780247504,212.57336888433215,0.14394104364393195,0.29987717425819155,0.5757641745757278
1026,0.5454545454545454,39.66930677034027,18.790724259634864,0.12982682215747723,0.2704725461614109,0.5193072886299089
1027,0.13333333333333333,57.47808517446033,55.60379978833662,0.04598246813956827,0.09579680862410056,0.18392987255827306
1028,0.48,27.985104419639327,13.059715395831686,0.08059710072856127,0.16791062651783598,0.32238840291424503
1029,0.05,1002.1026450155367,992.7371997350177,0.30063079350466104,0.6263141531347106,1.2025231740186442
103,0.11180124223602485,55.826722738455565,53.679541094668814,0.0374489817127528,0.07801871190156834,0.14979592685101123
1030,0.05,115.17840297678836,106.31852582472773,0.03455352089303651,0.07198650186049274,0.13821408357214604
1031,0.5454545454545454,73.93829154992996,34.50453605663398,0.2419798632543162,0.5041247151131588,0.9679194530172648
1032,0.11180124223602485,92.3881646844764,91.52472389303269,0.061974669477785405,0.12911389474538626,0.24789867791114165
1033,0.0625,162.13028789180822,127.07509050979563,0.060798857959428076,0.12666428741547517,0.24319543183771233
1034,0.0625,41.2082133782232,39.623282094445386,0.015453080016833699,0.03219391670173687,0.0618123200673348
1035,0.5454545454545454,34.36110689790691,0.0,0.11245453166587714,0.2342802743039107,0.44981812666350857
1036,0.0,188.8016527692776,147.9796737921365,0.0,0.0,0.0
